date,nav,fund_code
2014-03-01,151.9024,SPY
2014-04-01,153.6334,SPY
2014-05-01,157.1988,SPY
2014-06-01,159.679,SPY
2014-07-01,158.2881,SPY
2014-08-01,164.5347,SPY
2014-09-01,161.5098,SPY
2014-10-01,166.0863,SPY
2014-11-01,170.649,SPY
2014-12-01,169.2818,SPY
2015-01-01,165.1727,SPY
2015-02-01,174.4562,SPY
2015-03-01,170.9532,SPY
2015-04-01,173.4049,SPY
2015-05-01,175.6342,SPY
2015-06-01,171.2338,SPY
2015-07-01,175.9535,SPY
2015-08-01,165.2292,SPY
2015-09-01,160.1805,SPY
2015-10-01,174.709,SPY
2015-11-01,175.3475,SPY
2015-12-01,171.2976,SPY
2016-01-01,163.738,SPY
2016-02-01,163.6027,SPY
2016-03-01,173.7117,SPY
2016-04-01,175.2958,SPY
2016-05-01,178.2778,SPY
2016-06-01,177.972,SPY
2016-07-01,185.4221,SPY
2016-08-01,185.6442,SPY
2016-09-01,184.7219,SPY
2016-10-01,182.4362,SPY
2016-11-01,189.157,SPY
2016-12-01,191.8607,SPY
2017-01-01,196.445,SPY
2017-02-01,204.1636,SPY
2017-03-01,203.5334,SPY
2017-04-01,206.4479,SPY
2017-05-01,209.3615,SPY
2017-06-01,209.6737,SPY
2017-07-01,215.0268,SPY
2017-08-01,215.6542,SPY
2017-09-01,218.9131,SPY
2017-10-01,225.1836,SPY
2017-11-01,232.0665,SPY
2017-12-01,233.6866,SPY
2018-01-01,248.1188,SPY
2018-02-01,239.0971,SPY
2018-03-01,231.6156,SPY
2018-04-01,233.7451,SPY
2018-05-01,239.4272,SPY
2018-06-01,239.7277,SPY
2018-07-01,249.7251,SPY
2018-08-01,257.6963,SPY
2018-09-01,258.0603,SPY
2018-10-01,241.3146,SPY
2018-11-01,245.7908,SPY
2018-12-01,222.8479,SPY
2019-01-01,242.0961,SPY
2019-02-01,249.9437,SPY
2019-03-01,253.3519,SPY
2019-04-01,264.8634,SPY
2019-05-01,247.9728,SPY
2019-06-01,263.9447,SPY
2019-07-01,269.2385,SPY
2019-08-01,264.7305,SPY
2019-09-01,268.641,SPY
2019-10-01,275.8473,SPY
2019-11-01,285.8324,SPY
2019-12-01,292.6983,SPY
2020-01-01,294.0186,SPY
2020-02-01,270.7425,SPY
2020-03-01,235.5494,SPY
2020-04-01,267.0213,SPY
2020-05-01,279.7435,SPY
2020-06-01,283.4573,SPY
2020-07-01,301.4715,SPY
2020-08-01,322.5133,SPY
2020-09-01,309.1995,SPY
2020-10-01,302.6968,SPY
2020-11-01,335.6233,SPY
2020-12-01,346.5802,SPY
2021-01-01,344.5107,SPY
2021-02-01,354.09,SPY
2021-03-01,368.9571,SPY
2021-04-01,389.751,SPY
2021-05-01,392.3102,SPY
2021-06-01,399.8008,SPY
2021-07-01,410.9008,SPY
2021-08-01,423.1292,SPY
2021-09-01,402.1208,SPY
2021-10-01,431.7136,SPY
2021-11-01,428.2449,SPY
2021-12-01,446.4816,SPY
2022-01-01,424.4195,SPY
2022-02-01,411.8919,SPY
2022-03-01,426.0516,SPY
2022-04-01,389.8647,SPY
2022-05-01,390.7449,SPY
2022-06-01,356.9818,SPY
2022-07-01,391.5394,SPY
2022-08-01,375.5638,SPY
2022-09-01,339.4501,SPY
2022-10-01,368.5468,SPY
2022-11-01,389.0349,SPY
2022-12-01,364.9397,SPY
2023-01-01,389.6709,SPY
2023-02-01,379.8735,SPY
2023-03-01,392.4606,SPY
2023-04-01,400.2519,SPY
2023-05-01,402.0995,SPY
2023-06-01,426.571,SPY
2023-07-01,442.1705,SPY
2023-08-01,434.9843,SPY
2023-09-01,412.8947,SPY
2023-10-01,405.3561,SPY
2023-11-01,442.3828,SPY
2023-12-01,460.7121,SPY
2024-01-01,469.9472,SPY
2024-02-01,494.4724,SPY
2024-03-01,509.0608,SPY
2024-04-01,490.0536,SPY
2024-05-01,514.8403,SPY
2024-06-01,531.29,SPY
2024-07-01,539.4582,SPY
2024-08-01,552.0629,SPY
2024-09-01,561.9352,SPY
2024-10-01,558.629,SPY
2024-11-01,591.942,SPY
2024-12-01,575.762,SPY
2025-01-01,593.2147,SPY
2025-02-01,585.6839,SPY
2025-03-01,551.3914,SPY
2025-04-01,548.2551,SPY
2025-05-01,582.7101,SPY
2025-06-01,610.8475,SPY
2025-07-01,626.7637,SPY
2025-08-01,639.6246,SPY
2025-09-01,660.5768,SPY
2025-10-01,678.1983,SPY
2025-11-01,679.5208,SPY
2025-12-01,678.0591,SPY
2026-01-01,690.0853,SPY
2026-02-01,684.1216,SPY
2026-03-01,648.5688,SPY
2026-04-01,708.72,SPY
