date,nav,fund_code
2013-02-01,35.0028,XLV
2013-03-01,37.0168,XLV
2013-04-01,38.2936,XLV
2013-05-01,38.9246,XLV
2013-06-01,38.5201,XLV
2013-07-01,41.4659,XLV
2013-08-01,40.003,XLV
2013-09-01,41.1164,XLV
2013-10-01,43.0651,XLV
2013-11-01,45.0972,XLV
2013-12-01,45.2441,XLV
2014-01-01,45.8565,XLV
2014-02-01,48.7082,XLV
2014-03-01,47.9297,XLV
2014-04-01,47.7913,XLV
2014-05-01,49.1645,XLV
2014-06-01,50.0197,XLV
2014-07-01,50.2736,XLV
2014-08-01,52.7085,XLV
2014-09-01,52.7497,XLV
2014-10-01,55.7209,XLV
2014-11-01,57.6592,XLV
2014-12-01,56.6403,XLV
2015-01-01,57.5899,XLV
2015-02-01,60.0591,XLV
2015-03-01,60.2753,XLV
2015-04-01,59.7853,XLV
2015-05-01,62.4781,XLV
2015-06-01,62.0196,XLV
2015-07-01,64.0737,XLV
2015-08-01,58.9706,XLV
2015-09-01,55.4068,XLV
2015-10-01,59.898,XLV
2015-11-01,59.7049,XLV
2015-12-01,60.4773,XLV
2016-01-01,56.0455,XLV
2016-02-01,55.8431,XLV
2016-03-01,57.15,XLV
2016-04-01,59.0559,XLV
2016-05-01,60.376,XLV
2016-06-01,60.6806,XLV
2016-07-01,63.89,XLV
2016-08-01,61.817,XLV
2016-09-01,61.2647,XLV
2016-10-01,57.4507,XLV
2016-11-01,58.6362,XLV
2016-12-01,58.7983,XLV
2017-01-01,60.4097,XLV
2017-02-01,64.2389,XLV
2017-03-01,63.6992,XLV
2017-04-01,64.9102,XLV
2017-05-01,65.4088,XLV
2017-06-01,68.1256,XLV
2017-07-01,68.9572,XLV
2017-08-01,70.1656,XLV
2017-09-01,70.5454,XLV
2017-10-01,70.268,XLV
2017-11-01,72.3125,XLV
2017-12-01,71.6281,XLV
2018-01-01,76.6287,XLV
2018-02-01,73.1843,XLV
2018-03-01,70.8011,XLV
2018-04-01,71.8005,XLV
2018-05-01,71.9314,XLV
2018-06-01,72.8479,XLV
2018-07-01,77.91,XLV
2018-08-01,81.2829,XLV
2018-09-01,83.3592,XLV
2018-10-01,78.0114,XLV
2018-11-01,84.3174,XLV
2018-12-01,76.0853,XLV
2019-01-01,80.106,XLV
2019-02-01,80.9718,XLV
2019-03-01,81.0601,XLV
2019-04-01,79.154,XLV
2019-05-01,77.3981,XLV
2019-06-01,82.1512,XLV
2019-07-01,81.1659,XLV
2019-08-01,80.685,XLV
2019-09-01,80.2664,XLV
2019-10-01,84.7313,XLV
2019-11-01,88.9701,XLV
2019-12-01,91.0895,XLV
2020-01-01,89.6037,XLV
2020-02-01,83.7018,XLV
2020-03-01,80.0595,XLV
2020-04-01,90.5744,XLV
2020-05-01,93.5533,XLV
2020-06-01,90.8832,XLV
2020-07-01,96.248,XLV
2020-08-01,98.7379,XLV
2020-09-01,96.2024,XLV
2020-10-01,93.0871,XLV
2020-11-01,100.4857,XLV
2020-12-01,103.8736,XLV
2021-01-01,105.7638,XLV
2021-02-01,103.5388,XLV
2021-03-01,107.3361,XLV
2021-04-01,111.9435,XLV
2021-05-01,114.0379,XLV
2021-06-01,116.2061,XLV
2021-07-01,122.4023,XLV
2021-08-01,125.2365,XLV
2021-09-01,117.91,XLV
2021-10-01,124.3858,XLV
2021-11-01,120.5842,XLV
2021-12-01,130.9574,XLV
2022-01-01,122.4472,XLV
2022-02-01,121.2622,XLV
2022-03-01,127.8217,XLV
2022-04-01,121.9493,XLV
2022-05-01,123.7651,XLV
2022-06-01,120.0306,XLV
2022-07-01,124.4474,XLV
2022-08-01,117.2663,XLV
2022-09-01,113.8355,XLV
2022-10-01,125.2737,XLV
2022-11-01,131.1906,XLV
2022-12-01,128.1992,XLV
2023-01-01,126.3678,XLV
2023-02-01,120.5024,XLV
2023-03-01,122.6723,XLV
2023-04-01,127.0224,XLV
2023-05-01,121.6002,XLV
2023-06-01,126.2614,XLV
2023-07-01,128.1375,XLV
2023-08-01,127.2396,XLV
2023-09-01,122.97,XLV
2023-10-01,119.4462,XLV
2023-11-01,125.9393,XLV
2023-12-01,130.8019,XLV
2024-01-01,135.2411,XLV
2024-02-01,139.5185,XLV
2024-03-01,142.322,XLV
2024-04-01,135.6811,XLV
2024-05-01,138.9394,XLV
2024-06-01,140.9215,XLV
2024-07-01,145.2399,XLV
2024-08-01,152.5878,XLV
2024-09-01,149.5011,XLV
2024-10-01,143.0926,XLV
2024-11-01,143.6187,XLV
2024-12-01,134.0318,XLV
2025-01-01,143.7404,XLV
2025-02-01,145.7565,XLV
2025-03-01,142.8988,XLV
2025-04-01,138.0087,XLV
2025-05-01,130.3159,XLV
2025-06-01,132.4282,XLV
2025-07-01,128.7564,XLV
2025-08-01,135.6665,XLV
2025-09-01,137.3842,XLV
2025-10-01,143.0503,XLV
2025-11-01,156.3388,XLV
2025-12-01,153.5125,XLV
2026-01-01,154.1065,XLV
2026-02-01,159.5441,XLV
2026-03-01,146.0098,XLV
2026-04-01,147.42,XLV
