date,nav,fund_code
2018-02-01,62.9972,VT
2018-03-01,61.9704,VT
2018-04-01,62.4533,VT
2018-05-01,62.8081,VT
2018-06-01,61.9719,VT
2018-07-01,64.2297,VT
2018-08-01,64.7828,VT
2018-09-01,64.5275,VT
2018-10-01,59.764,VT
2018-11-01,60.7986,VT
2018-12-01,55.9678,VT
2019-01-01,60.9047,VT
2019-02-01,62.6193,VT
2019-03-01,63.0414,VT
2019-04-01,65.4829,VT
2019-05-01,61.5735,VT
2019-06-01,65.0072,VT
2019-07-01,65.4957,VT
2019-08-01,64.1189,VT
2019-09-01,65.1994,VT
2019-10-01,67.4077,VT
2019-11-01,69.1343,VT
2019-12-01,70.9836,VT
2020-01-01,70.4087,VT
2020-02-01,65.3221,VT
2020-03-01,55.458,VT
2020-04-01,61.4492,VT
2020-05-01,64.6498,VT
2020-06-01,66.3166,VT
2020-07-01,70.1631,VT
2020-08-01,74.3768,VT
2020-09-01,71.8379,VT
2020-10-01,70.7192,VT
2020-11-01,79.4662,VT
2020-12-01,82.8862,VT
2021-01-01,83.196,VT
2021-02-01,85.4207,VT
2021-03-01,87.6273,VT
2021-04-01,91.4861,VT
2021-05-01,92.931,VT
2021-06-01,93.5631,VT
2021-07-01,94.6103,VT
2021-08-01,96.7521,VT
2021-09-01,92.414,VT
2021-10-01,97.5519,VT
2021-11-01,95.0008,VT
2021-12-01,97.8799,VT
2022-01-01,94.1001,VT
2022-02-01,91.4931,VT
2022-03-01,92.9802,VT
2022-04-01,85.6716,VT
2022-05-01,86.095,VT
2022-06-01,78.5392,VT
2022-07-01,84.627,VT
2022-08-01,81.1974,VT
2022-09-01,73.1147,VT
2022-10-01,78.1445,VT
2022-11-01,84.617,VT
2022-12-01,80.2679,VT
2023-01-01,87.0449,VT
2023-02-01,84.2772,VT
2023-03-01,86.3975,VT
2023-04-01,87.9123,VT
2023-05-01,86.8487,VT
2023-06-01,91.2819,VT
2023-07-01,95.3134,VT
2023-08-01,92.6035,VT
2023-09-01,88.2921,VT
2023-10-01,86.0752,VT
2023-11-01,93.8302,VT
2023-12-01,97.8932,VT
2024-01-01,98.6695,VT
2024-02-01,103.1004,VT
2024-03-01,105.9776,VT
2024-04-01,102.5758,VT
2024-05-01,107.2934,VT
2024-06-01,108.4392,VT
2024-07-01,111.1532,VT
2024-08-01,113.7467,VT
2024-09-01,115.837,VT
2024-10-01,113.7105,VT
2024-11-01,118.4205,VT
2024-12-01,114.0892,VT
2025-01-01,118.4557,VT
2025-02-01,117.9665,VT
2025-03-01,113.4462,VT
2025-04-01,114.4549,VT
2025-05-01,121.1003,VT
2025-06-01,126.1556,VT
2025-07-01,128.1502,VT
2025-08-01,131.9376,VT
2025-09-01,135.9124,VT
2025-10-01,139.147,VT
2025-11-01,139.4439,VT
2025-12-01,139.6122,VT
2026-01-01,145.1092,VT
2026-02-01,147.4936,VT
2026-03-01,137.9959,VT
2026-04-01,150.48,VT
